version,1.7.0
info,balls_per_over,6
info,team,Sri Lanka
info,team,New Zealand
info,gender,male
info,season,2022/23
info,date,2023/04/08
info,event,Sri Lanka tour of New Zealand
info,match_number,3
info,venue,"John Davies Oval, Queenstown"
info,city,Queenstown
info,toss_winner,New Zealand
info,toss_decision,field
info,player_of_match,TL Seifert
info,umpire,CM Brown
info,umpire,SB Haig
info,reserve_umpire,WR Knights
info,tv_umpire,Kim Cotton
info,match_referee,JJ Crowe
info,winner,New Zealand
info,winner_wickets,4
info,player,Sri Lanka,P Nissanka
info,player,Sri Lanka,BKG Mendis
info,player,Sri Lanka,MDKJ Perera
info,player,Sri Lanka,DM de Silva
info,player,Sri Lanka,MD Shanaka
info,player,Sri Lanka,KIC Asalanka
info,player,Sri Lanka,PWH de Silva
info,player,Sri Lanka,M Theekshana
info,player,Sri Lanka,PM Liyanagamage
info,player,Sri Lanka,CAK Rajitha
info,player,Sri Lanka,CBRLS Kumara
info,player,New Zealand,CJ Bowes
info,player,New Zealand,TL Seifert
info,player,New Zealand,TWM Latham
info,player,New Zealand,DJ Mitchell
info,player,New Zealand,MS Chapman
info,player,New Zealand,JDS Neesham
info,player,New Zealand,R Ravindra
info,player,New Zealand,AF Milne
info,player,New Zealand,MJ Henry
info,player,New Zealand,IS Sodhi
info,player,New Zealand,BG Lister
info,registry,people,AF Milne,350bb1b1
info,registry,people,BG Lister,79f5bc26
info,registry,people,BKG Mendis,5d1e7582
info,registry,people,CAK Rajitha,8012d0b8
info,registry,people,CBRLS Kumara,4751caa3
info,registry,people,CJ Bowes,45df0e72
info,registry,people,CM Brown,448f4f1c
info,registry,people,DJ Mitchell,eade4650
info,registry,people,DM de Silva,7d608e12
info,registry,people,IS Sodhi,641ac5ff
info,registry,people,JDS Neesham,9219eff0
info,registry,people,JJ Crowe,2e760301
info,registry,people,KIC Asalanka,732c038e
info,registry,people,Kim Cotton,67a7c2ee
info,registry,people,M Theekshana,f24c6701
info,registry,people,MD Shanaka,3ff033bb
info,registry,people,MDKJ Perera,f21043a5
info,registry,people,MJ Henry,e84ac20c
info,registry,people,MS Chapman,7fa12533
info,registry,people,P Nissanka,8ee36b18
info,registry,people,PM Liyanagamage,3ee0050f
info,registry,people,PWH de Silva,a97c8ec2
info,registry,people,R Ravindra,ba5e1069
info,registry,people,SB Haig,811655b3
info,registry,people,TL Seifert,4663bd23
info,registry,people,TWM Latham,e824e6ee
info,registry,people,WR Knights,63cbf8d8
ball,1,0.1,Sri Lanka,P Nissanka,BKG Mendis,MJ Henry,1,0,,,,,,"",""
ball,1,0.2,Sri Lanka,BKG Mendis,P Nissanka,MJ Henry,0,0,,,,,,"",""
ball,1,0.3,Sri Lanka,BKG Mendis,P Nissanka,MJ Henry,0,0,,,,,,"",""
ball,1,0.4,Sri Lanka,BKG Mendis,P Nissanka,MJ Henry,1,0,,,,,,"",""
ball,1,0.5,Sri Lanka,P Nissanka,BKG Mendis,MJ Henry,4,0,,,,,,"",""
ball,1,0.6,Sri Lanka,P Nissanka,BKG Mendis,MJ Henry,0,0,,,,,,"",""
ball,1,1.1,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,0,0,,,,,,"",""
ball,1,1.2,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,0,0,,,,,,"",""
ball,1,1.3,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,0,0,,,,,,"",""
ball,1,1.4,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,0,0,,,,,,"",""
ball,1,1.5,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,0,0,,,,,,"",""
ball,1,1.6,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,0,0,,,,,,"",""
ball,1,2.1,Sri Lanka,P Nissanka,BKG Mendis,BG Lister,1,0,,,,,,"",""
ball,1,2.2,Sri Lanka,BKG Mendis,P Nissanka,BG Lister,0,0,,,,,,"",""
ball,1,2.3,Sri Lanka,BKG Mendis,P Nissanka,BG Lister,4,0,,,,,,"",""
ball,1,2.4,Sri Lanka,BKG Mendis,P Nissanka,BG Lister,1,0,,,,,,"",""
ball,1,2.5,Sri Lanka,P Nissanka,BKG Mendis,BG Lister,4,0,,,,,,"",""
ball,1,2.6,Sri Lanka,P Nissanka,BKG Mendis,BG Lister,0,0,,,,,,"",""
ball,1,3.1,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,0,0,,,,,,"",""
ball,1,3.2,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,4,0,,,,,,"",""
ball,1,3.3,Sri Lanka,BKG Mendis,P Nissanka,AF Milne,1,0,,,,,,"",""
ball,1,3.4,Sri Lanka,P Nissanka,BKG Mendis,AF Milne,0,0,,,,,,"",""
ball,1,3.5,Sri Lanka,P Nissanka,BKG Mendis,AF Milne,0,0,,,,,,"",""
ball,1,3.6,Sri Lanka,P Nissanka,BKG Mendis,AF Milne,4,0,,,,,,"",""
ball,1,4.1,Sri Lanka,BKG Mendis,P Nissanka,MJ Henry,0,0,,,,,,"",""
ball,1,4.2,Sri Lanka,BKG Mendis,P Nissanka,MJ Henry,0,0,,,,,,"",""
ball,1,4.3,Sri Lanka,BKG Mendis,P Nissanka,MJ Henry,0,1,1,,,,,"",""
