version,1.7.0
info,balls_per_over,6
info,team,India
info,team,Zimbabwe
info,gender,male
info,season,2024
info,date,2024/07/07
info,event,India tour of Zimbabwe
info,match_number,2
info,venue,Harare Sports Club
info,city,Harare
info,toss_winner,India
info,toss_decision,bat
info,player_of_match,Abhishek Sharma
info,umpire,F Mutizwa
info,umpire,L Rusere
info,reserve_umpire,P Sizara
info,tv_umpire,I Chabi
info,match_referee,AJ Pycroft
info,winner,India
info,winner_runs,100
info,player,India,Shubman Gill
info,player,India,Abhishek Sharma
info,player,India,RD Gaikwad
info,player,India,RK Singh
info,player,India,R Parag
info,player,India,B Sai Sudharsan
info,player,India,Dhruv Jurel
info,player,India,Washington Sundar
info,player,India,Ravi Bishnoi
info,player,India,Avesh Khan
info,player,India,Mukesh Kumar
info,player,Zimbabwe,I Kaia
info,player,Zimbabwe,W Madhevere
info,player,Zimbabwe,BJ Bennett
info,player,Zimbabwe,D Myers
info,player,Zimbabwe,Sikandar Raza
info,player,Zimbabwe,J Campbell
info,player,Zimbabwe,C Madande
info,player,Zimbabwe,WP Masakadza
info,player,Zimbabwe,LM Jongwe
info,player,Zimbabwe,B Muzarabani
info,player,Zimbabwe,TL Chatara
info,registry,people,AJ Pycroft,685d3f80
info,registry,people,Abhishek Sharma,f29185a1
info,registry,people,Avesh Khan,eef2536f
info,registry,people,B Muzarabani,449f4e3c
info,registry,people,B Sai Sudharsan,d5130a30
info,registry,people,BJ Bennett,eaa36b2a
info,registry,people,C Madande,3560a786
info,registry,people,D Myers,d96165b5
info,registry,people,Dhruv Jurel,bcf325d2
info,registry,people,F Mutizwa,d3e83eef
info,registry,people,I Chabi,5e39110e
info,registry,people,I Kaia,5ad8c974
info,registry,people,J Campbell,0e63259d
info,registry,people,L Rusere,6a4734ae
info,registry,people,LM Jongwe,b8704508
info,registry,people,Mukesh Kumar,2cffab74
info,registry,people,P Sizara,5d45bb7f
info,registry,people,R Parag,04a418e8
info,registry,people,RD Gaikwad,45a43fe2
info,registry,people,RK Singh,0a509d6b
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,Shubman Gill,b4b99816
info,registry,people,Sikandar Raza,26d041c4
info,registry,people,TL Chatara,5bbabe59
info,registry,people,W Madhevere,a879b92c
info,registry,people,WP Masakadza,4bc0a378
info,registry,people,Washington Sundar,f19ccfad
ball,1,0.1,India,Shubman Gill,Abhishek Sharma,BJ Bennett,1,0,,,,,,"",""
ball,1,0.2,India,Abhishek Sharma,Shubman Gill,BJ Bennett,0,1,1,,,,,"",""
ball,1,0.3,India,Abhishek Sharma,Shubman Gill,BJ Bennett,6,0,,,,,,"",""
ball,1,0.4,India,Abhishek Sharma,Shubman Gill,BJ Bennett,0,0,,,,,,"",""
ball,1,0.5,India,Abhishek Sharma,Shubman Gill,BJ Bennett,1,0,,,,,,"",""
ball,1,0.6,India,Shubman Gill,Abhishek Sharma,BJ Bennett,1,0,,,,,,"",""
ball,1,0.7,India,Abhishek Sharma,Shubman Gill,BJ Bennett,0,0,,,,,,"",""
ball,1,1.1,India,Shubman Gill,Abhishek Sharma,B Muzarabani,0,0,,,,,,"",""
ball,1,1.2,India,Shubman Gill,Abhishek Sharma,B Muzarabani,0,0,,,,,,caught,Shubman Gill
ball,1,1.3,India,RD Gaikwad,Abhishek Sharma,B Muzarabani,0,0,,,,,,"",""
ball,1,1.4,India,RD Gaikwad,Abhishek Sharma,B Muzarabani,0,0,,,,,,"",""
ball,1,1.5,India,RD Gaikwad,Abhishek Sharma,B Muzarabani,0,0,,,,,,"",""
ball,1,1.6,India,RD Gaikwad,Abhishek Sharma,B Muzarabani,0,0,,,,,,"",""
ball,1,2.1,India,Abhishek Sharma,RD Gaikwad,BJ Bennett,4,0,,,,,,"",""
ball,1,2.2,India,Abhishek Sharma,RD Gaikwad,BJ Bennett,4,0,,,,,,"",""
ball,1,2.3,India,Abhishek Sharma,RD Gaikwad,BJ Bennett,1,0,,,,,,"",""
ball,1,2.4,India,RD Gaikwad,Abhishek Sharma,BJ Bennett,1,0,,,,,,"",""
ball,1,2.5,India,Abhishek Sharma,RD Gaikwad,BJ Bennett,0,0,,,,,,"",""
ball,1,2.6,India,Abhishek Sharma,RD Gaikwad,BJ Bennett,2,0,,,,,,"",""
ball,1,3.1,India,RD Gaikwad,Abhishek Sharma,TL Chatara,0,0,,,,,,"",""
ball,1,3.2,India,RD Gaikwad,Abhishek Sharma,TL Chatara,1,0,,,,,,"",""
ball,1,3.3,India,Abhishek Sharma,RD Gaikwad,TL Chatara,0,0,,,,,,"",""
ball,1,3.4,India,Abhishek Sharma,RD Gaikwad,TL Chatara,1,0,,,,,,"",""
