version,1.7.0
info,balls_per_over,6
info,team,New Zealand
info,team,Australia
info,gender,female
info,season,2024
info,date,2024/09/19
info,event,New Zealand Women tour of Australia
info,match_number,1
info,venue,"Great Barrier Reef Arena, Mackay"
info,city,Mackay
info,toss_winner,New Zealand
info,toss_decision,bat
info,player_of_match,P Litchfield
info,umpire,Andrew Crozier
info,umpire,Troy Penman
info,reserve_umpire,D Brigham
info,tv_umpire,BC Treloar
info,match_referee,Dave Gilbert
info,winner,Australia
info,winner_wickets,5
info,player,New Zealand,SW Bates
info,player,New Zealand,GE Plimmer
info,player,New Zealand,AC Kerr
info,player,New Zealand,BM Halliday
info,player,New Zealand,ML Green
info,player,New Zealand,IC Gaze
info,player,New Zealand,LM Kasperek
info,player,New Zealand,JM Kerr
info,player,New Zealand,LMM Tahuhu
info,player,New Zealand,MM Penfold
info,player,New Zealand,FC Jonas
info,player,Australia,BL Mooney
info,player,Australia,AJ Healy
info,player,Australia,EA Perry
info,player,Australia,TM McGrath
info,player,Australia,P Litchfield
info,player,Australia,G Wareham
info,player,Australia,A Sutherland
info,player,Australia,H Graham
info,player,Australia,S Molineux
info,player,Australia,ML Schutt
info,player,Australia,TJ Vlaeminck
info,registry,people,A Sutherland,65d9b6b6
info,registry,people,AC Kerr,7673c908
info,registry,people,AJ Healy,321644de
info,registry,people,Andrew Crozier,00d07580
info,registry,people,BC Treloar,f7e8ee52
info,registry,people,BL Mooney,52d1dbc8
info,registry,people,BM Halliday,efb6cb2a
info,registry,people,D Brigham,464daf41
info,registry,people,Dave Gilbert,aa782370
info,registry,people,EA Perry,be150fc8
info,registry,people,FC Jonas,6df697a9
info,registry,people,G Wareham,f0b4e47d
info,registry,people,GE Plimmer,575494db
info,registry,people,H Graham,99812d10
info,registry,people,IC Gaze,60c250bf
info,registry,people,JM Kerr,9af58032
info,registry,people,LM Kasperek,9b73d523
info,registry,people,LMM Tahuhu,60471339
info,registry,people,ML Green,865eae1f
info,registry,people,ML Schutt,17608a6f
info,registry,people,MM Penfold,645b2a2f
info,registry,people,P Litchfield,4e6ef14f
info,registry,people,S Molineux,99e23670
info,registry,people,SW Bates,89bbc67a
info,registry,people,TJ Vlaeminck,ef70a34b
info,registry,people,TM McGrath,ca5acfa4
info,registry,people,Troy Penman,0aa42c26
ball,1,0.1,New Zealand,SW Bates,GE Plimmer,ML Schutt,0,0,,,,,,"",""
ball,1,0.2,New Zealand,SW Bates,GE Plimmer,ML Schutt,0,0,,,,,,"",""
ball,1,0.3,New Zealand,SW Bates,GE Plimmer,ML Schutt,1,0,,,,,,"",""
ball,1,0.4,New Zealand,GE Plimmer,SW Bates,ML Schutt,1,0,,,,,,"",""
ball,1,0.5,New Zealand,SW Bates,GE Plimmer,ML Schutt,4,0,,,,,,"",""
ball,1,0.6,New Zealand,SW Bates,GE Plimmer,ML Schutt,0,0,,,,,,"",""
ball,1,1.1,New Zealand,GE Plimmer,SW Bates,TJ Vlaeminck,0,0,,,,,,"",""
ball,1,1.2,New Zealand,GE Plimmer,SW Bates,TJ Vlaeminck,4,0,,,,,,"",""
ball,1,1.3,New Zealand,GE Plimmer,SW Bates,TJ Vlaeminck,0,0,,,,,,"",""
ball,1,1.4,New Zealand,GE Plimmer,SW Bates,TJ Vlaeminck,2,0,,,,,,"",""
ball,1,1.5,New Zealand,GE Plimmer,SW Bates,TJ Vlaeminck,1,0,,,,,,"",""
ball,1,1.6,New Zealand,SW Bates,GE Plimmer,TJ Vlaeminck,0,0,,,,,,"",""
ball,1,2.1,New Zealand,GE Plimmer,SW Bates,ML Schutt,0,0,,,,,,"",""
ball,1,2.2,New Zealand,GE Plimmer,SW Bates,ML Schutt,2,0,,,,,,"",""
ball,1,2.3,New Zealand,GE Plimmer,SW Bates,ML Schutt,0,0,,,,,,"",""
ball,1,2.4,New Zealand,GE Plimmer,SW Bates,ML Schutt,1,0,,,,,,"",""
ball,1,2.5,New Zealand,SW Bates,GE Plimmer,ML Schutt,0,0,,,,,,"",""
ball,1,2.6,New Zealand,SW Bates,GE Plimmer,ML Schutt,1,0,,,,,,"",""
ball,1,3.1,New Zealand,SW Bates,GE Plimmer,TJ Vlaeminck,1,0,,,,,,"",""
ball,1,3.2,New Zealand,GE Plimmer,SW Bates,TJ Vlaeminck,0,0,,,,,,caught,GE Plimmer
ball,1,3.3,New Zealand,AC Kerr,SW Bates,TJ Vlaeminck,2,0,,,,,,"",""
ball,1,3.4,New Zealand,AC Kerr,SW Bates,TJ Vlaeminck,0,0,,,,,,"",""
